km,price
292517.5009212521,30241.505062543365
283790.99654629466,2465.9409792046254
297892.44012042694,49698.45567171576
280588.84229536407,19435.286105278272
285093.82112487504,24729.573287488944
282783.75682928826,12633.502784717679
309620.373182367,19670.51402108823
285264.07391028485,7656.25019615221
286748.22981892456,60064.56900888309
292021.8484542889,27022.395900352185
299556.10167165357,38368.79646148457
298099.37706291745,4838.571097603295
299509.36097856675,26594.968091946408
286857.7289723835,11228.756907016232
282276.6987329549,4424.331922058571
291051.38160794677,17637.691759072313
297429.82351267105,12515.759912530737
280283.0729413562,33078.835619600664
309825.36330962734,31527.315930390887
291673.0054409079,6153.909571183764
296326.27816317155,16126.054173882028
288313.6587804713,14694.798965535583
310329.0931678561,12858.396260333586
290204.19460696843,15200.35430775552
295442.9378410919,22978.655771859274
295153.8134370305,3697.7859856125974
280894.2177266832,4033.2728424220913
288767.3712119578,9404.021734342927
291330.11633250694,675.1286790739623
310227.6686512959,17449.774430426223
298210.1879851753,11378.776642287961
312522.78714088985,17298.940019897578
308732.2448395268,4577.434700127438
289682.1417731033,7220.474783548354
301503.5779472476,1625.0871798169428
301970.0176635802,19231.245356085412
303548.8562044177,1464.0853614640805
291156.38474164717,4057.677270601406
